"SubjectID" "Activity" "Domain" "Device" "AccelerationComponent" "Stat" "Axis" "Jerk" "Magnitude" "meanVal" "n"
15 "SITTING" "Frequency" "Accelerometer" "Body" "std" "X" "Jerk" NA -0.637655155092835 328
15 "SITTING" "Frequency" "Accelerometer" "Body" "std" "X" NA NA -0.547150855443902 328
15 "SITTING" "Frequency" "Accelerometer" "Body" "std" "Y" "Jerk" NA -0.605854882622652 328
15 "SITTING" "Frequency" "Accelerometer" "Body" "std" "Y" NA NA -0.501568435233384 328
15 "SITTING" "Frequency" "Accelerometer" "Body" "std" "Z" "Jerk" NA -0.845111060762195 328
15 "SITTING" "Frequency" "Accelerometer" "Body" "std" "Z" NA NA -0.711431340356707 328
15 "SITTING" "Frequency" "Accelerometer" "Body" "std" NA "Jerk" "Magnitude" -0.643101167069512 328
15 "SITTING" "Frequency" "Accelerometer" "Body" "std" NA NA "Magnitude" -0.623655618198171 328
15 "SITTING" "Frequency" "Gyroscope" "Body" "mean" "X" NA NA -0.664354428856402 328
15 "SITTING" "Frequency" "Gyroscope" "Body" "mean" "Y" NA NA -0.760711411006098 328
15 "SITTING" "Frequency" "Gyroscope" "Body" "mean" "Z" NA NA -0.711194539920732 328
15 "SITTING" "Frequency" "Gyroscope" "Body" "mean" NA "Jerk" "Magnitude" -0.83680189402439 328
15 "SITTING" "Frequency" "Gyroscope" "Body" "mean" NA NA "Magnitude" -0.732394493841463 328
15 "SITTING" "Frequency" "Gyroscope" "Body" "std" "X" NA NA -0.709336168176829 328
15 "SITTING" "Frequency" "Gyroscope" "Body" "std" "Y" NA NA -0.684504735744512 328
15 "SITTING" "Frequency" "Gyroscope" "Body" "std" "Z" NA NA -0.751696527195122 328
15 "SITTING" "Frequency" "Gyroscope" "Body" "std" NA "Jerk" "Magnitude" -0.849634463841463 328
15 "SITTING" "Frequency" "Gyroscope" "Body" "std" NA NA "Magnitude" -0.695346839682927 328
15 "SITTING" "Time" "Accelerometer" "Body" "mean" "X" "Jerk" NA 0.0776897411304878 328
15 "SITTING" "Time" "Accelerometer" "Body" "mean" "X" NA NA 0.27821340725 328
15 "SITTING" "Time" "Accelerometer" "Body" "mean" "Y" "Jerk" NA 0.00489392052706402 328
15 "SITTING" "Time" "Accelerometer" "Body" "mean" "Y" NA NA -0.016464484771311 328
15 "SITTING" "Time" "Accelerometer" "Body" "mean" "Z" "Jerk" NA -0.00440993190077744 328
15 "SITTING" "Time" "Accelerometer" "Body" "mean" "Z" NA NA -0.112563587594512 328
15 "SITTING" "Time" "Accelerometer" "Body" "mean" NA "Jerk" "Magnitude" -0.654799694757531 328
15 "SITTING" "Time" "Accelerometer" "Body" "mean" NA NA "Magnitude" -0.527285352000488 328
15 "SITTING" "Time" "Accelerometer" "Body" "std" "X" "Jerk" NA -0.624055782158537 328
15 "SITTING" "Time" "Accelerometer" "Body" "std" "X" NA NA -0.556541173089329 328
15 "SITTING" "Time" "Accelerometer" "Body" "std" "Y" "Jerk" NA -0.594312678045091 328
15 "SITTING" "Time" "Accelerometer" "Body" "std" "Y" NA NA -0.481679537956006 328
15 "SITTING" "Time" "Accelerometer" "Body" "std" "Z" "Jerk" NA -0.825820881576219 328
15 "SITTING" "Time" "Accelerometer" "Body" "std" "Z" NA NA -0.705706623868902 328
15 "SITTING" "Time" "Accelerometer" "Body" "std" NA "Jerk" "Magnitude" -0.625660376546646 328
15 "SITTING" "Time" "Accelerometer" "Body" "std" NA NA "Magnitude" -0.557147874176037 328
15 "SITTING" "Time" "Accelerometer" "Gravity" "mean" "X" NA NA 0.688872511512195 328
15 "SITTING" "Time" "Accelerometer" "Gravity" "mean" "Y" NA NA 0.102660491875 328
15 "SITTING" "Time" "Accelerometer" "Gravity" "mean" "Z" NA NA 0.0372897701757012 328
15 "SITTING" "Time" "Accelerometer" "Gravity" "mean" NA NA "Magnitude" -0.527285352000488 328
15 "SITTING" "Time" "Accelerometer" "Gravity" "std" "X" NA NA -0.968733398628049 328
15 "SITTING" "Time" "Accelerometer" "Gravity" "std" "Y" NA NA -0.956369493993902 328
15 "SITTING" "Time" "Accelerometer" "Gravity" "std" "Z" NA NA -0.947240058048781 328
15 "SITTING" "Time" "Accelerometer" "Gravity" "std" NA NA "Magnitude" -0.557147874176037 328
15 "SITTING" "Time" "Gyroscope" "Body" "mean" "X" "Jerk" NA -0.0960910108539634 328
15 "SITTING" "Time" "Gyroscope" "Body" "mean" "X" NA NA -0.0281278780610671 328
15 "SITTING" "Time" "Gyroscope" "Body" "mean" "Y" "Jerk" NA -0.0441270690182012 328
15 "SITTING" "Time" "Gyroscope" "Body" "mean" "Y" NA NA -0.075878845519878 328
15 "SITTING" "Time" "Gyroscope" "Body" "mean" "Z" "Jerk" NA -0.0555645456881098 328
15 "SITTING" "Time" "Gyroscope" "Body" "mean" "Z" NA NA 0.0906658516 328
15 "SITTING" "Time" "Gyroscope" "Body" "mean" NA "Jerk" "Magnitude" -0.805282669512195 328
15 "SITTING" "Time" "Gyroscope" "Body" "mean" NA NA "Magnitude" -0.617721779796037 328
15 "SITTING" "Time" "Gyroscope" "Body" "std" "X" "Jerk" NA -0.731382711036585 328
15 "SITTING" "Time" "Gyroscope" "Body" "std" "X" NA NA -0.696859473045732 328
15 "SITTING" "Time" "Gyroscope" "Body" "std" "Y" "Jerk" NA -0.853956592073171 328
15 "SITTING" "Time" "Gyroscope" "Body" "std" "Y" NA NA -0.708779069191463 328
15 "SITTING" "Time" "Gyroscope" "Body" "std" "Z" "Jerk" NA -0.795626198384146 328
15 "SITTING" "Time" "Gyroscope" "Body" "std" "Z" NA NA -0.721826987530488 328
15 "SITTING" "Time" "Gyroscope" "Body" "std" NA "Jerk" "Magnitude" -0.837120078079268 328
15 "SITTING" "Time" "Gyroscope" "Body" "std" NA NA "Magnitude" -0.675336960047866 328
16 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "X" "Jerk" NA -0.744662041612022 366
16 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "X" NA NA -0.700885147341803 366
16 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "Y" "Jerk" NA -0.748627001551913 366
16 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "Y" NA NA -0.671572147098798 366
16 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "Z" "Jerk" NA -0.752302172079235 366
16 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "Z" NA NA -0.660989948160437 366
16 "SITTING" "Frequency" "Accelerometer" "Body" "mean" NA "Jerk" "Magnitude" -0.713167613706148 366
16 "SITTING" "Frequency" "Accelerometer" "Body" "mean" NA NA "Magnitude" -0.666962508246721 366
16 "SITTING" "Frequency" "Accelerometer" "Body" "std" "X" "Jerk" NA -0.73477673661306 366
16 "SITTING" "Frequency" "Accelerometer" "Body" "std" "X" NA NA -0.656969045058415 366
16 "SITTING" "Frequency" "Accelerometer" "Body" "std" "Y" "Jerk" NA -0.738434398105465 366
16 "SITTING" "Frequency" "Accelerometer" "Body" "std" "Y" NA NA -0.661844530506831 366
16 "SITTING" "Frequency" "Accelerometer" "Body" "std" "Z" "Jerk" NA -0.782089515344262 366
16 "SITTING" "Frequency" "Accelerometer" "Body" "std" "Z" NA NA -0.605646725307104 366
16 "SITTING" "Frequency" "Accelerometer" "Body" "std" NA "Jerk" "Magnitude" -0.729869398769672 366
16 "SITTING" "Frequency" "Accelerometer" "Body" "std" NA NA "Magnitude" -0.712680990765301 366
16 "SITTING" "Frequency" "Gyroscope" "Body" "mean" "X" NA NA -0.789780147036612 366
16 "SITTING" "Frequency" "Gyroscope" "Body" "mean" "Y" NA NA -0.815962130027322 366
16 "SITTING" "Frequency" "Gyroscope" "Body" "mean" "Z" NA NA -0.756286641721311 366
16 "SITTING" "Frequency" "Gyroscope" "Body" "mean" NA "Jerk" "Magnitude" -0.87277228273224 366
16 "SITTING" "Frequency" "Gyroscope" "Body" "mean" NA NA "Magnitude" -0.81712881920765 366
16 "SITTING" "Frequency" "Gyroscope" "Body" "std" "X" NA NA -0.804991831502732 366
16 "SITTING" "Frequency" "Gyroscope" "Body" "std" "Y" NA NA -0.809421448142077 366
16 "SITTING" "Frequency" "Gyroscope" "Body" "std" "Z" NA NA -0.756993640724044 366
16 "SITTING" "Frequency" "Gyroscope" "Body" "std" NA "Jerk" "Magnitude" -0.886533212213115 366
16 "SITTING" "Frequency" "Gyroscope" "Body" "std" NA NA "Magnitude" -0.802078223409836 366
16 "SITTING" "Time" "Accelerometer" "Body" "mean" "X" "Jerk" NA 0.0775488885374317 366
16 "SITTING" "Time" "Accelerometer" "Body" "mean" "X" NA NA 0.277887440374317 366
16 "SITTING" "Time" "Accelerometer" "Body" "mean" "Y" "Jerk" NA 0.00884018328270219 366
16 "SITTING" "Time" "Accelerometer" "Body" "mean" "Y" NA NA -0.0158567888309016 366
16 "SITTING" "Time" "Accelerometer" "Body" "mean" "Z" "Jerk" NA -0.00143730005564208 366
16 "SITTING" "Time" "Accelerometer" "Body" "mean" "Z" NA NA -0.107263924445355 366
16 "SITTING" "Time" "Accelerometer" "Body" "mean" NA "Jerk" "Magnitude" -0.725246870486339 366
16 "SITTING" "Time" "Accelerometer" "Body" "mean" NA NA "Magnitude" -0.616131116889044 366
16 "SITTING" "Time" "Accelerometer" "Body" "std" "X" "Jerk" NA -0.72786174352459 366
16 "SITTING" "Time" "Accelerometer" "Body" "std" "X" NA NA -0.668161498298634 366
16 "SITTING" "Time" "Accelerometer" "Body" "std" "Y" "Jerk" NA -0.735080198043716 366
16 "SITTING" "Time" "Accelerometer" "Body" "std" "Y" NA NA -0.649947067892896 366
16 "SITTING" "Time" "Accelerometer" "Body" "std" "Z" "Jerk" NA -0.767873049380055 366
16 "SITTING" "Time" "Accelerometer" "Body" "std" "Z" NA NA -0.603819902386066 366
16 "SITTING" "Time" "Accelerometer" "Body" "std" NA "Jerk" "Magnitude" -0.719647028238525 366
16 "SITTING" "Time" "Accelerometer" "Body" "std" NA NA "Magnitude" -0.661719690491803 366
16 "SITTING" "Time" "Accelerometer" "Gravity" "mean" "X" NA NA 0.700906130308743 366
16 "SITTING" "Time" "Accelerometer" "Gravity" "mean" "Y" NA NA -0.0605235993797814 366
16 "SITTING" "Time" "Accelerometer" "Gravity" "mean" "Z" NA NA 0.0402075536234973 366
16 "SITTING" "Time" "Accelerometer" "Gravity" "mean" NA NA "Magnitude" -0.616131116889044 366
16 "SITTING" "Time" "Accelerometer" "Gravity" "std" "X" NA NA -0.971156432131148 366
16 "SITTING" "Time" "Accelerometer" "Gravity" "std" "Y" NA NA -0.964727519945355 366
16 "SITTING" "Time" "Accelerometer" "Gravity" "std" "Z" NA NA -0.945294028639344 366
16 "SITTING" "Time" "Accelerometer" "Gravity" "std" NA NA "Magnitude" -0.661719690491803 366
16 "SITTING" "Time" "Gyroscope" "Body" "mean" "X" "Jerk" NA -0.107361614801257 366
16 "SITTING" "Time" "Gyroscope" "Body" "mean" "X" NA NA -0.0122341446725137 366
16 "SITTING" "Time" "Gyroscope" "Body" "mean" "Y" "Jerk" NA -0.0416615668939617 366
16 "SITTING" "Time" "Gyroscope" "Body" "mean" "Y" NA NA -0.0724444803980874 366
16 "SITTING" "Time" "Gyroscope" "Body" "mean" "Z" "Jerk" NA -0.0539470410873497 366
16 "SITTING" "Time" "Gyroscope" "Body" "mean" "Z" NA NA 0.0730144651530055 366
16 "SITTING" "Time" "Gyroscope" "Body" "mean" NA "Jerk" "Magnitude" -0.860446372459016 366
16 "SITTING" "Time" "Gyroscope" "Body" "mean" NA NA "Magnitude" -0.718168775628415 366
16 "SITTING" "Time" "Gyroscope" "Body" "std" "X" "Jerk" NA -0.858298719153005 366
16 "SITTING" "Time" "Gyroscope" "Body" "std" "X" NA NA -0.799534450491803 366
16 "SITTING" "Time" "Gyroscope" "Body" "std" "Y" "Jerk" NA -0.86957312057377 366
16 "SITTING" "Time" "Gyroscope" "Body" "std" "Y" NA NA -0.810124133715847 366
16 "SITTING" "Time" "Gyroscope" "Body" "std" "Z" "Jerk" NA -0.837039926065574 366
16 "SITTING" "Time" "Gyroscope" "Body" "std" "Z" NA NA -0.737629967961749 366
16 "SITTING" "Time" "Gyroscope" "Body" "std" NA "Jerk" "Magnitude" -0.87480016568306 366
16 "SITTING" "Time" "Gyroscope" "Body" "std" NA NA "Magnitude" -0.78482286579235 366
17 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "X" "Jerk" NA -0.795381704024528 265
17 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "X" NA NA -0.753137376917472 265
17 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "Y" "Jerk" NA -0.78156625029434 265
17 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "Y" NA NA -0.71776713364234 265
17 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "Z" "Jerk" NA -0.841547003622642 265
17 "SITTING" "Frequency" "Accelerometer" "Body" "mean" "Z" NA NA -0.768188725064151 265
17 "SITTING" "Frequency" "Accelerometer" "Body" "mean" NA "Jerk" "Magnitude" -0.774571437356604 265
17 "SITTING" "Frequency" "Accelerometer" "Body" "mean" NA NA "Magnitude" -0.740667048686415 265
17 "SITTING" "Frequency" "Accelerometer" "Body" "std" "X" "Jerk" NA -0.769088735749811 265
17 "SITTING" "Frequency" "Accelerometer" "Body" "std" "X" NA NA -0.717246389161509 265
17 "SITTING" "Frequency" "Accelerometer" "Body" "std" "Y" "Jerk" NA -0.748849195189811 265
17 "SITTING" "Frequency" "Accelerometer" "Body" "std" "Y" NA NA -0.707786998338491 265
17 "SITTING" "Frequency" "Accelerometer" "Body" "std" "Z" "Jerk" NA -0.851399694716981 265
17 "SITTING" "Frequency" "Accelerometer" "Body" "std" "Z" NA NA -0.703535011771698 265
17 "SITTING" "Frequency" "Accelerometer" "Body" "std" NA "Jerk" "Magnitude" -0.774295791032453 265
17 "SITTING" "Frequency" "Accelerometer" "Body" "std" NA NA "Magnitude" -0.773237749395849 265
17 "SITTING" "Frequency" "Gyroscope" "Body" "mean" "X" NA NA -0.824027081279245 265
17 "SITTING" "Frequency" "Gyroscope" "Body" "mean" "Y" NA NA -0.811462499433962 265
17 "SITTING" "Frequency" "Gyroscope" "Body" "mean" "Z" NA NA -0.811119726490566 265
17 "SITTING" "Frequency" "Gyroscope" "Body" "mean" NA "Jerk" "Magnitude" -0.858227314377358 265
17 "SITTING" "Frequency" "Gyroscope" "Body" "mean" NA NA "Magnitude" -0.831350432716981 265
17 "SITTING" "Frequency" "Gyroscope" "Body" "std" "X" NA NA -0.848030070792453 265
17 "SITTING" "Frequency" "Gyroscope" "Body" "std" "Y" NA NA -0.810337474226415 265
17 "SITTING" "Frequency" "Gyroscope" "Body" "std" "Z" NA NA -0.819769971150943 265
17 "SITTING" "Frequency" "Gyroscope" "Body" "std" NA "Jerk" "Magnitude" -0.859786587471698 265
17 "SITTING" "Frequency" "Gyroscope" "Body" "std" NA NA "Magnitude" -0.857834029660377 265
17 "SITTING" "Time" "Accelerometer" "Body" "mean" "X" "Jerk" NA 0.08269047086 265
17 "SITTING" "Time" "Accelerometer" "Body" "mean" "X" NA NA 0.273637590822641 265
17 "SITTING" "Time" "Accelerometer" "Body" "mean" "Y" "Jerk" NA 0.0101653131381132 265
17 "SITTING" "Time" "Accelerometer" "Body" "mean" "Y" NA NA -0.0170634745358491 265
17 "SITTING" "Time" "Accelerometer" "Body" "mean" "Z" "Jerk" NA -0.00319385465792453 265
17 "SITTING" "Time" "Accelerometer" "Body" "mean" "Z" NA NA -0.110020373493849 265
17 "SITTING" "Time" "Accelerometer" "Body" "mean" NA "Jerk" "Magnitude" -0.775760563254717 265
17 "SITTING" "Time" "Accelerometer" "Body" "mean" NA NA "Magnitude" -0.686476820794717 265
17 "SITTING" "Time" "Accelerometer" "Body" "std" "X" "Jerk" NA -0.772242200222642 265
17 "SITTING" "Time" "Accelerometer" "Body" "std" "X" NA NA -0.726604261136226 265
17 "SITTING" "Time" "Accelerometer" "Body" "std" "Y" "Jerk" NA -0.757804094798868 265
17 "SITTING" "Time" "Accelerometer" "Body" "std" "Y" NA NA -0.69873479216917 265
17 "SITTING" "Time" "Accelerometer" "Body" "std" "Z" "Jerk" NA -0.847138698264151 265
17 "SITTING" "Time" "Accelerometer" "Body" "std" "Z" NA NA -0.710765044595472 265
17 "SITTING" "Time" "Accelerometer" "Body" "std" NA "Jerk" "Magnitude" -0.773678225276604 265
17 "SITTING" "Time" "Accelerometer" "Body" "std" NA NA "Magnitude" -0.734866170311698 265
17 "SITTING" "Time" "Accelerometer" "Gravity" "mean" "X" NA NA 0.730643531509434 265
17 "SITTING" "Time" "Accelerometer" "Gravity" "mean" "Y" NA NA -0.0102539504528302 265
17 "SITTING" "Time" "Accelerometer" "Gravity" "mean" "Z" NA NA -0.0471562589226415 265
17 "SITTING" "Time" "Accelerometer" "Gravity" "mean" NA NA "Magnitude" -0.686476820794717 265
17 "SITTING" "Time" "Accelerometer" "Gravity" "std" "X" NA NA -0.974188029698113 265
17 "SITTING" "Time" "Accelerometer" "Gravity" "std" "Y" NA NA -0.960680171396226 265
17 "SITTING" "Time" "Accelerometer" "Gravity" "std" "Z" NA NA -0.951424468113208 265
17 "SITTING" "Time" "Accelerometer" "Gravity" "std" NA NA "Magnitude" -0.734866170311698 265
17 "SITTING" "Time" "Gyroscope" "Body" "mean" "X" "Jerk" NA -0.103491347726038 265
17 "SITTING" "Time" "Gyroscope" "Body" "mean" "X" NA NA -0.0195846188778264 265
17 "SITTING" "Time" "Gyroscope" "Body" "mean" "Y" "Jerk" NA -0.0404391298567925 265
17 "SITTING" "Time" "Gyroscope" "Body" "mean" "Y" NA NA -0.0788830552372755 265
17 "SITTING" "Time" "Gyroscope" "Body" "mean" "Z" "Jerk" NA -0.0527108136213208 265
17 "SITTING" "Time" "Gyroscope" "Body" "mean" "Z" NA NA 0.0795935694916981 265
17 "SITTING" "Time" "Gyroscope" "Body" "mean" NA "Jerk" "Magnitude" -0.849786178792453 265
17 "SITTING" "Time" "Gyroscope" "Body" "mean" NA NA "Magnitude" -0.764675748217547 265
17 "SITTING" "Time" "Gyroscope" "Body" "std" "X" "Jerk" NA -0.863912821132075 265
17 "SITTING" "Time" "Gyroscope" "Body" "std" "X" NA NA -0.841458331660377 265
17 "SITTING" "Time" "Gyroscope" "Body" "std" "Y" "Jerk" NA -0.839339477584906 265
17 "SITTING" "Time" "Gyroscope" "Body" "std" "Y" NA NA -0.809718432867925 265
17 "SITTING" "Time" "Gyroscope" "Body" "std" "Z" "Jerk" NA -0.871264414301887 265
17 "SITTING" "Time" "Gyroscope" "Body" "std" "Z" NA NA -0.803762797404906 265
17 "SITTING" "Time" "Gyroscope" "Body" "std" NA "Jerk" "Magnitude" -0.853886196264151 265
17 "SITTING" "Time" "Gyroscope" "Body" "std" NA NA "Magnitude" -0.828039129471698 265
17 "STANDING" "Frequency" "Accelerometer" "Body" "mean" "X" "Jerk" NA -0.514200830776699 103
17 "STANDING" "Frequency" "Accelerometer" "Body" "mean" "X" NA NA -0.391007680050485 103
17 "STANDING" "Frequency" "Accelerometer" "Body" "mean" "Y" "Jerk" NA -0.471405087165049 103
17 "STANDING" "Frequency" "Accelerometer" "Body" "mean" "Y" NA NA -0.303228505325728 103
17 "STANDING" "Frequency" "Accelerometer" "Body" "mean" "Z" "Jerk" NA -0.702142109223301 103
17 "STANDING" "Frequency" "Accelerometer" "Body" "mean" "Z" NA NA -0.592258642912621 103
17 "STANDING" "Frequency" "Accelerometer" "Body" "mean" NA "Jerk" "Magnitude" -0.499479367087379 103
17 "STANDING" "Frequency" "Accelerometer" "Body" "mean" NA NA "Magnitude" -0.403114961887379 103
17 "STANDING" "Frequency" "Accelerometer" "Body" "std" "X" "Jerk" NA -0.438446827908738 103
17 "STANDING" "Frequency" "Accelerometer" "Body" "std" "X" NA NA -0.275159715456311 103
17 "STANDING" "Frequency" "Accelerometer" "Body" "std" "Y" "Jerk" NA -0.442691766859223 103
17 "STANDING" "Frequency" "Accelerometer" "Body" "std" "Y" NA NA -0.240259282249515 103
17 "STANDING" "Frequency" "Accelerometer" "Body" "std" "Z" "Jerk" NA -0.749224504951456 103
17 "STANDING" "Frequency" "Accelerometer" "Body" "std" "Z" NA NA -0.535926804466019 103
17 "STANDING" "Frequency" "Accelerometer" "Body" "std" NA "Jerk" "Magnitude" -0.48239671884466 103
17 "STANDING" "Frequency" "Accelerometer" "Body" "std" NA NA "Magnitude" -0.467044577843689 103
17 "STANDING" "Frequency" "Gyroscope" "Body" "mean" "X" NA NA -0.483478201703884 103
17 "STANDING" "Frequency" "Gyroscope" "Body" "mean" "Y" NA NA -0.680278572427184 103
17 "STANDING" "Frequency" "Gyroscope" "Body" "mean" "Z" NA NA -0.51006755184466 103
17 "STANDING" "Frequency" "Gyroscope" "Body" "mean" NA "Jerk" "Magnitude" -0.754248213883495 103
17 "STANDING" "Frequency" "Gyroscope" "Body" "mean" NA NA "Magnitude" -0.610365070582524 103
17 "STANDING" "Frequency" "Gyroscope" "Body" "std" "X" NA NA -0.569447478654369 103
17 "STANDING" "Frequency" "Gyroscope" "Body" "std" "Y" NA NA -0.635261543786408 103
17 "STANDING" "Frequency" "Gyroscope" "Body" "std" "Z" NA NA -0.552993218601942 103
17 "STANDING" "Frequency" "Gyroscope" "Body" "std" NA "Jerk" "Magnitude" -0.766587678058252 103
17 "STANDING" "Frequency" "Gyroscope" "Body" "std" NA NA "Magnitude" -0.587723691067961 103
17 "STANDING" "Time" "Accelerometer" "Body" "mean" "X" "Jerk" NA 0.0781014953038835 103
17 "STANDING" "Time" "Accelerometer" "Body" "mean" "X" NA NA 0.275037981747573 103
17 "STANDING" "Time" "Accelerometer" "Body" "mean" "Y" "Jerk" NA 0.00417793025524272 103
17 "STANDING" "Time" "Accelerometer" "Body" "mean" "Y" NA NA -0.0187717447257282 103
17 "STANDING" "Time" "Accelerometer" "Body" "mean" "Z" "Jerk" NA 0.0178740909208738 103
17 "STANDING" "Time" "Accelerometer" "Body" "mean" "Z" NA NA -0.107088805592233 103
17 "STANDING" "Time" "Accelerometer" "Body" "mean" NA "Jerk" "Magnitude" -0.49245284776699 103
17 "STANDING" "Time" "Accelerometer" "Body" "mean" NA NA "Magnitude" -0.264493090446019 103
17 "STANDING" "Time" "Accelerometer" "Body" "std" "X" "Jerk" NA -0.451978216757282 103
17 "STANDING" "Time" "Accelerometer" "Body" "std" "X" NA NA -0.304479616925534 103
17 "STANDING" "Time" "Accelerometer" "Body" "std" "Y" "Jerk" NA -0.439429524492233 103
17 "STANDING" "Time" "Accelerometer" "Body" "std" "Y" NA NA -0.228089685806311 103
17 "STANDING" "Time" "Accelerometer" "Body" "std" "Z" "Jerk" NA -0.726380614368932 103
17 "STANDING" "Time" "Accelerometer" "Body" "std" "Z" NA NA -0.531472983009709 103
17 "STANDING" "Time" "Accelerometer" "Body" "std" NA "Jerk" "Magnitude" -0.488811102621359 103
17 "STANDING" "Time" "Accelerometer" "Body" "std" NA NA "Magnitude" -0.38190167633301 103
17 "STANDING" "Time" "Accelerometer" "Gravity" "mean" "X" NA NA 0.617363413009709 103
17 "STANDING" "Time" "Accelerometer" "Gravity" "mean" "Y" NA NA -0.0226900198058252 103
17 "STANDING" "Time" "Accelerometer" "Gravity" "mean" "Z" NA NA 0.0580703614466019 103
17 "STANDING" "Time" "Accelerometer" "Gravity" "mean" NA NA "Magnitude" -0.264493090446019 103
17 "STANDING" "Time" "Accelerometer" "Gravity" "std" "X" NA NA -0.965554761165049 103
17 "STANDING" "Time" "Accelerometer" "Gravity" "std" "Y" NA NA -0.95399856 103
17 "STANDING" "Time" "Accelerometer" "Gravity" "std" "Z" NA NA -0.942902394563107 103
17 "STANDING" "Time" "Accelerometer" "Gravity" "std" NA NA "Magnitude" -0.38190167633301 103
17 "STANDING" "Time" "Gyroscope" "Body" "mean" "X" "Jerk" NA -0.1190789103 103
17 "STANDING" "Time" "Gyroscope" "Body" "mean" "X" NA NA -0.0020206535223301 103
17 "STANDING" "Time" "Gyroscope" "Body" "mean" "Y" "Jerk" NA -0.0359117110547573 103
17 "STANDING" "Time" "Gyroscope" "Body" "mean" "Y" NA NA -0.0925593320679612 103
17 "STANDING" "Time" "Gyroscope" "Body" "mean" "Z" "Jerk" NA -0.046061223208932 103
17 "STANDING" "Time" "Gyroscope" "Body" "mean" "Z" NA NA 0.070416774513301 103
17 "STANDING" "Time" "Gyroscope" "Body" "mean" NA "Jerk" "Magnitude" -0.70920322631068 103
17 "STANDING" "Time" "Gyroscope" "Body" "mean" NA NA "Magnitude" -0.448515068843689 103
17 "STANDING" "Time" "Gyroscope" "Body" "std" "X" "Jerk" NA -0.594076501359223 103
17 "STANDING" "Time" "Gyroscope" "Body" "std" "X" NA NA -0.546889652912621 103
17 "STANDING" "Time" "Gyroscope" "Body" "std" "Y" "Jerk" NA -0.791639479029126 103
17 "STANDING" "Time" "Gyroscope" "Body" "std" "Y" NA NA -0.649472681941748 103
17 "STANDING" "Time" "Gyroscope" "Body" "std" "Z" "Jerk" NA -0.646130191067961 103
17 "STANDING" "Time" "Gyroscope" "Body" "std" "Z" NA NA -0.507141368174757 103
17 "STANDING" "Time" "Gyroscope" "Body" "std" NA "Jerk" "Magnitude" -0.751595678058252 103
17 "STANDING" "Time" "Gyroscope" "Body" "std" NA NA "Magnitude" -0.54973870607767 103
18 "WALKING_UPSTAIRS" "Frequency" "Accelerometer" "Body" "mean" "X" "Jerk" NA -0.750020077252747 364
18 "WALKING_UPSTAIRS" "Frequency" "Accelerometer" "Body" "mean" "X" NA NA -0.714227764615385 364
18 "WALKING_UPSTAIRS" "Frequency" "Accelerometer" "Body" "mean" "Y" "Jerk" NA -0.744113444532967 364
18 "WALKING_UPSTAIRS" "Frequency" "Accelerometer" "Body" "mean" "Y" NA NA -0.663659666593407 364
18 "WALKING_UPSTAIRS" "Frequency" "Accelerometer" "Body" "mean" "Z" "Jerk" NA -0.833032083021978 364
18 "WALKING_UPSTAIRS" "Frequency" "Accelerometer" "Body" "mean" "Z" NA NA -0.761229192087912 364
18 "WALKING_UPSTAIRS" "Frequency" "Accelerometer" "Body" "mean" NA "Jerk" "Magnitude" -0.742323821887363 364
18 "WALKING_UPSTAIRS" "Frequency" "Accelerometer" "Body" "mean" NA NA "Magnitude" -0.697732862178571 364
18 "WALKING_UPSTAIRS" "Frequency" "Accelerometer" "Body" "std" "X" "Jerk" NA -0.742517893708791 364
18 "WALKING_UPSTAIRS" "Frequency" "Accelerometer" "Body" "std" "X" NA NA -0.687850549203297 364
18 "WALKING_UPSTAIRS" "Frequency" "Accelerometer" "Body" "std" "Y" "Jerk" NA -0.739197834642857 364
18 "WALKING_UPSTAIRS" "Frequency" "Accelerometer" "Body" "std" "Y" NA NA -0.632838238002747 364
18 "WALKING_UPSTAIRS" "Frequency" "Accelerometer" "Body" "std" "Z" "Jerk" NA -0.860168954615385 364
18 "WALKING_UPSTAIRS" "Frequency" "Accelerometer" "Body" "std" "Z" NA NA -0.694874090513736 364
18 "WALKING_UPSTAIRS" "Frequency" "Accelerometer" "Body" "std" NA "Jerk" "Magnitude" -0.750189976318681 364
18 "WALKING_UPSTAIRS" "Frequency" "Accelerometer" "Body" "std" NA NA "Magnitude" -0.733904051236264 364
18 "WALKING_UPSTAIRS" "Frequency" "Gyroscope" "Body" "mean" "X" NA NA -0.787757637521978 364
18 "WALKING_UPSTAIRS" "Frequency" "Gyroscope" "Body" "mean" "Y" NA NA -0.816385880247253 364
18 "WALKING_UPSTAIRS" "Frequency" "Gyroscope" "Body" "mean" "Z" NA NA -0.755926770686813 364
18 "WALKING_UPSTAIRS" "Frequency" "Gyroscope" "Body" "mean" NA "Jerk" "Magnitude" -0.88466302260989 364
